Parcel_ID,review,date,address,add_ver,add_rev,proptype,othertype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,ParcCount,rec_id,Landlord
M0160086000,Taylor,6/7/2016,No,No,213 boulevard,Single family (no garage),No,OCCUP,two,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,Fence falling apart,http://classic.ona.io/api/v1/files/2035274?filename=communitymapuga/attachments/1465332327095.jpg,http://classic.ona.io/api/v1/files/2035273?filename=communitymapuga/attachments/1465332346057.jpg,No,No,-83.71264986,33.78899322,4,0,4,Dilapidated,1,1,M0160086000504,0
M0120112000,Taylor,6/7/2016,No,No,315 Edwards St,Single family (no garage),No,VACANT1,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Poor,"House in good shape, yard needs lots of work. Vacant / for sale",http://classic.ona.io/api/v1/files/2035279?filename=communitymapuga/attachments/1465312468047.jpg,No,No,No,-83.7103869,33.79914724,0,0,0,Standard,1,1,M0120112000296,0
M0160083000,Taylor,6/7/2016,No,No,225 boulevard,Single family (no garage),No,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035280?filename=communitymapuga/attachments/1465332513736.jpg,No,No,No,-83.71307131,33.78819369,1,0,1,Standard,0,1,M0160083000501,0
M0120111000,Taylor,6/7/2016,No,No,321 Edwards St,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035281?filename=communitymapuga/attachments/1465312680640.jpg,No,No,No,-83.71010118,33.79923503,0,0,0,Standard,0,1,M0120111000295,0
M0160077000,Taylor,6/7/2016,No,No,226 boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No house numbers,http://classic.ona.io/api/v1/files/2035282?filename=communitymapuga/attachments/1465332643574.jpg,No,No,No,-83.71376997,33.78822679,0,0,0,Standard,0,1,M0160077000496,0
M0120110000,Taylor,6/7/2016,No,No,323 Edwards St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035283?filename=communitymapuga/attachments/1465312818484.jpg,No,No,No,-83.70983045,33.79935756,0,0,0,Standard,0,1,M0120110000294,0
M0160078000,Taylor,6/7/2016,No,No,230 boulevard,Single family (garage),No,OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035284?filename=communitymapuga/attachments/1465333032370.jpg,No,No,No,-83.71388037,33.78804617,2,0,2,Substandard,0,1,M0160078000497,0
M0120114000,Taylor,6/7/2016,No,No,325 Edwards St,Single family (garage),No,UNKNOWN,one,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035285?filename=communitymapuga/attachments/1465313114761.jpg,No,No,No,-83.70954721,33.79957494,2,0,2,Substandard,0,1,M0120114000297,0
M0160079000,Taylor,6/7/2016,No,No,234 boulevard,Single family (no garage),No,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035286?filename=communitymapuga/attachments/1465333286512.jpg,No,No,No,-83.7140089,33.78783095,1,0,1,Standard,0,1,M0160079000498,0
M0120099000,Taylor,6/7/2016,No,No,308 n Midland av,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035287?filename=communitymapuga/attachments/1465313927043.jpg,No,No,No,-83.71196397,33.79881391,0,0,0,Standard,0,1,M0120099000284,0
M0160080000,Taylor,6/7/2016,No,No,236 boulevard,Single family (garage),No,FOR_SALE,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035288?filename=communitymapuga/attachments/1465333402866.jpg,No,No,No,-83.71413841,33.78761616,0,0,0,Standard,0,1,M0160080000499,0
M0140174000,Taylor,6/7/2016,No,No,110 bold springs av,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No house numbers,http://classic.ona.io/api/v1/files/2035289?filename=communitymapuga/attachments/1465314548777.jpg,No,No,No,-83.71295015,33.79818302,0,0,0,Standard,0,1,M0140174000422,0
M0180131000,Taylor,6/7/2016,No,No,240 boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035290?filename=communitymapuga/attachments/1465333490496.jpg,No,No,No,-83.71425018,33.78743237,0,0,0,Standard,0,1,M0180131000571,0
M0140173000,Taylor,6/7/2016,No,No,106 bold springs av,Single family (no garage),No,VACANT1,one,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Fair,No house numbers,http://classic.ona.io/api/v1/files/2035292?filename=communitymapuga/attachments/1465314811065.jpg,http://classic.ona.io/api/v1/files/2035291?filename=communitymapuga/attachments/1465314820237.jpg,No,No,-83.713247,33.79822137,4,0,4,Dilapidated,1,1,M0140173000421,0
M0180132000,Taylor,6/7/2016,No,No,242 boulevard,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035293?filename=communitymapuga/attachments/1465333735808.jpg,No,No,No,-83.71434646,33.78727389,0,0,0,Standard,0,1,M0180132000572,0
M0160074000,Jamie,6/7/2016,No,No,208 Boulevard,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,"Slight paint chipping, no house numbers",http://classic.ona.io/api/v1/files/2035294?filename=communitymapuga/attachments/1465332024069.jpg,No,No,No,-83.71351343,33.78891618,0,0,0,Standard,0,1,M0160074000493,0
M0180134000,Taylor,6/7/2016,No,No,250 boulevard,Single family (garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035295?filename=communitymapuga/attachments/1465333927586.jpg,No,No,No,-83.71460151,33.78685282,1,0,1,Standard,0,1,M0180134000574,0
M0160087000,Jamie,6/7/2016,No,No,211 Boulevard,Single family (no garage),No,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035296?filename=communitymapuga/attachments/1465332179187.jpg,No,No,No,-83.71280802,33.78917991,1,0,1,Standard,0,1,M0160087000505,0
M0180135000,Taylor,6/7/2016,No,No,252,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035297?filename=communitymapuga/attachments/1465334040230.jpg,No,No,No,-83.71474013,33.78662421,0,0,0,Standard,0,1,M0180135000575,0
M0160085000,Jamie,6/7/2016,No,No,217 Boulevard,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035298?filename=communitymapuga/attachments/1465332304451.jpg,No,No,No,-83.71271237,33.78861844,0,0,0,Standard,0,1,M0160085000503,0
M0180136000,Taylor,6/7/2016,No,No,256 boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035299?filename=communitymapuga/attachments/1465334138851.jpg,No,No,No,-83.71487345,33.78639741,0,0,0,Standard,0,1,M0180136000576,0
M0160084000,Jamie,6/7/2016,No,No,221 Boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Missing house numbers,http://classic.ona.io/api/v1/files/2035300?filename=communitymapuga/attachments/1465332490135.jpg,No,No,No,-83.71292014,33.78841091,0,0,0,Standard,0,1,M0160084000502,0
M0140024000,Jamie,6/9/2016,No,No,111 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035301?filename=communitymapuga/attachments/1465478783007.jpg,No,No,No,-83.71475407,33.7971338,0,0,0,Standard,0,1,M0140024000403,0
M0160076000,Jamie,6/7/2016,No,No,224 Boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035302?filename=communitymapuga/attachments/1465332601571.jpg,No,No,No,-83.71361015,33.78850513,0,0,0,Standard,0,1,M0160076000495,0
M0140023000,Jamie,6/9/2016,No,No,115 Walton St,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035303?filename=communitymapuga/attachments/1465478929076.jpg,No,No,No,-83.71502308,33.79707091,0,0,0,Standard,0,1,M0140023000402,0
M0160082000,Jamie,6/7/2016,No,No,229 Boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035305?filename=communitymapuga/attachments/1465332771105.jpg,http://classic.ona.io/api/v1/files/2035304?filename=communitymapuga/attachments/1465332791722.jpg,No,No,-83.71327913,33.78793314,0,0,0,Standard,0,1,M0160082000500,0
M0140022000,Jamie,6/9/2016,No,No,119 Walton St,Single family (no garage),No,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035306?filename=communitymapuga/attachments/1465479066975.jpg,No,No,No,-83.71537963,33.79706576,1,0,1,Standard,0,1,M0140022000401,0
M0180130000,Jamie,6/7/2016,No,No,235 Boulevard,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035307?filename=communitymapuga/attachments/1465333179983.jpg,No,No,No,-83.71347944,33.78743928,1,0,1,Standard,0,1,M0180130000570,0
M0140006000,Jamie,6/9/2016,No,No,204 Walton St,Single family (garage),No,VACANT1,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Missing house numbers,http://classic.ona.io/api/v1/files/2035309?filename=communitymapuga/attachments/1465479296519.jpg,http://classic.ona.io/api/v1/files/2035310?filename=communitymapuga/attachments/1465479306358.jpg,http://classic.ona.io/api/v1/files/2035308?filename=communitymapuga/attachments/1465479318198.jpg,No,-83.71642898,33.79775503,1,0,1,Standard,0,1,M0140006000386,0
M0180129000,Jamie,6/7/2016,No,No,239 Boulevard,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,Missing house numbers,http://classic.ona.io/api/v1/files/2035311?filename=communitymapuga/attachments/1465333352649.jpg,http://classic.ona.io/api/v1/files/2035312?filename=communitymapuga/attachments/1465333364770.jpg,No,No,-83.71355718,33.78724061,0,0,0,Standard,0,1,M0180129000569,0
M0140019000,Jamie,6/9/2016,No,No,211 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035317?filename=communitymapuga/attachments/1465479464742.jpg,No,No,No,-83.71656122,33.79660182,0,0,0,Standard,0,1,M0140019000398,0
M0180128000,Jamie,6/7/2016,No,No,243 Boulevard,Duplex,No,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035318?filename=communitymapuga/attachments/1465333513805.jpg,http://classic.ona.io/api/v1/files/2035319?filename=communitymapuga/attachments/1465333530730.jpg,No,No,-83.71363524,33.78704208,1,0,1,Standard,0,1,M0180128000568,0
M0140018000,Jamie,6/9/2016,No,No,215 Walton St,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035323?filename=communitymapuga/attachments/1465479560480.jpg,http://classic.ona.io/api/v1/files/2035321?filename=communitymapuga/attachments/1465479577362.jpg,No,No,-83.7168161,33.79653481,0,0,0,Standard,0,1,M0140018000397,0
M0180133000,Jamie,6/7/2016,No,No,244 Boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,House number written in marker on mailbox,http://classic.ona.io/api/v1/files/2035326?filename=communitymapuga/attachments/1465333715827.jpg,No,No,No,-83.71445639,33.7870923,0,0,0,Standard,0,1,M0180133000573,0
M0140017000,Jamie,6/9/2016,No,No,219 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035328?filename=communitymapuga/attachments/1465479682781.jpg,No,No,No,-83.71709672,33.7964609,0,0,0,Standard,0,1,M0140017000396,0
M0180126000,Jamie,6/7/2016,No,No,249 Boulevard,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035332?filename=communitymapuga/attachments/1465333910887.jpg,No,No,No,-83.71390141,33.7865664,1,0,1,Standard,0,1,M0180126000567,0
M0140016000,Jamie,6/9/2016,No,No,305 Walton St,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035333?filename=communitymapuga/attachments/1465479813698.jpg,No,No,No,-83.71765908,33.79628979,0,0,0,Standard,0,1,M0140016000395,0
M0180125000,Jamie,6/7/2016,No,No,257 Boulevard,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035334?filename=communitymapuga/attachments/1465334064689.jpg,No,No,No,-83.71411487,33.78616687,0,0,0,Standard,0,1,M0180125000566,0
M0140011000,Jamie,6/9/2016,No,No,310 Walton St,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035335?filename=communitymapuga/attachments/1465480000052.jpg,No,No,No,-83.71891166,33.79777382,0,0,0,Standard,0,1,M0140011000390,0
M0140002000,Taylor,6/7/2016,No,No,112 Walton St,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035336?filename=communitymapuga/attachments/1465478792148.jpg,No,No,No,-83.71515806,33.79785854,0,0,0,Standard,0,1,M0140002000382,0
M0140012000,Jamie,6/9/2016,No,No,314 Walton St,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Missing house numbers,http://classic.ona.io/api/v1/files/2035337?filename=communitymapuga/attachments/1465480116421.jpg,No,No,No,-83.71884054,33.79712573,0,0,0,Standard,0,1,M0140012000391,0
M0140003000,Taylor,6/9/2016,No,No,116 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035338?filename=communitymapuga/attachments/1465478926076.jpg,No,No,No,-83.71538198,33.79763335,0,0,0,Standard,0,1,M0140003000383,0
M0060232000,Jamie,6/9/2016,No,No,318 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Missing house numbers,http://classic.ona.io/api/v1/files/2035339?filename=communitymapuga/attachments/1465480287664.jpg,No,No,No,-83.71906685,33.79706843,0,0,0,Standard,0,1,M0060232000124,0
M0140004000,Taylor,6/9/2016,No,No,120 Walton St,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No house numbers,http://classic.ona.io/api/v1/files/2035340?filename=communitymapuga/attachments/1465479077571.jpg,No,No,No,-83.71577489,33.79791945,0,0,0,Standard,0,1,M0140004000384,0
M0140005000,Taylor,6/9/2016,No,No,200 Walton St,Single family (no garage),No,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,Under construction/ remodeling,http://classic.ona.io/api/v1/files/2035341?filename=communitymapuga/attachments/1465479233208.jpg,No,No,No,-83.71610425,33.7978525,2,0,2,Substandard,0,1,M0140005000385,0
M0060233000,Jamie,6/9/2016,No,No,320 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Missing house numbers,http://classic.ona.io/api/v1/files/2035342?filename=communitymapuga/attachments/1465480444141.jpg,No,No,No,-83.71929885,33.79696526,0,0,0,Standard,0,1,M0060233000125,0
M0140007000,Taylor,6/9/2016,No,No,208 Walton St,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035343?filename=communitymapuga/attachments/1465479380362.jpg,No,No,No,-83.71724535,33.79804602,0,0,0,Standard,0,1,M0140007000387,0
M0060234000,Jamie,6/9/2016,No,No,326 Walton St,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Missing house numhers,http://classic.ona.io/api/v1/files/2035344?filename=communitymapuga/attachments/1465480574569.jpg,No,No,No,-83.71958712,33.79685879,0,0,0,Standard,0,1,M0060234000126,0
M0140008000,Taylor,6/9/2016,No,No,218 Walton St,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035345?filename=communitymapuga/attachments/1465479603077.jpg,No,No,No,-83.71749502,33.79747177,1,0,1,Standard,0,1,M0140008000388,0
M0060260000,Jamie,6/9/2016,No,No,330 W Highland Av,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035346?filename=communitymapuga/attachments/1465481341737.jpg,No,No,No,-83.7196685,33.79534608,0,0,0,Standard,0,1,M0060260000151,0
M0140009000,Taylor,6/9/2016,No,No,300 Walton St,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035350?filename=communitymapuga/attachments/1465479710857.jpg,No,No,No,-83.71787472,33.79860497,0,0,0,Standard,0,2,M014000900024,0
M0060259000,Jamie,6/9/2016,No,No,326 W Highland Av,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,Missing house numbers,http://classic.ona.io/api/v1/files/2035351?filename=communitymapuga/attachments/1465481435718.jpg,No,No,No,-83.71933912,33.7953297,1,0,1,Standard,0,1,M0060259000150,0
M0140010000,Taylor,6/9/2016,No,No,306 Walton St,Single family (garage),No,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035356?filename=communitymapuga/attachments/1465479895289.jpg,No,No,No,-83.71851092,33.79781841,1,0,1,Standard,0,1,M0140010000389,0
M0140042000,Jamie,6/9/2016,No,No,318 W Highland Av,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035357?filename=communitymapuga/attachments/1465481580575.jpg,No,No,No,-83.71879039,33.79547754,0,0,0,Standard,0,1,M0140042000411,0
M0140015000,Taylor,6/9/2016,No,No,313 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035358?filename=communitymapuga/attachments/1465480034383.jpg,No,No,No,-83.71821726,33.79610078,0,0,0,Standard,0,1,M0140015000394,0
M0140044000,Jamie,6/9/2016,No,No,315 W Highland Av,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035359?filename=communitymapuga/attachments/1465481746217.jpg,No,No,No,-83.7179305,33.79498381,0,0,0,Standard,0,1,M0140044000412,0
M0140014000,Taylor,6/9/2016,No,No,317,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035360?filename=communitymapuga/attachments/1465480275793.jpg,No,No,No,-83.71865789,33.79604186,1,0,1,Standard,0,1,M0140014000393,0
M0140045000,Jamie,6/9/2016,No,No,303 W Highland Av,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035361?filename=communitymapuga/attachments/1465482000218.jpg,No,No,No,-83.71724152,33.79512234,0,0,0,Standard,0,1,M0140045000413,0
M0140013000,Taylor,6/9/2016,No,No,321 Walton St,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035362?filename=communitymapuga/attachments/1465480405568.jpg,No,No,No,-83.71899772,33.7959424,0,0,0,Standard,0,1,M0140013000392,0
M0140046000,Jamie,6/9/2016,No,No,221 W Highland Av,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2035363?filename=communitymapuga/attachments/1465482224087.jpg,No,No,No,-83.7169329,33.79518239,2,1,3,Substandard,0,1,M0140046000414,1
M0060249000,Taylor,6/9/2016,No,No,325 Walton St,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035364?filename=communitymapuga/attachments/1465480579881.jpg,No,No,No,-83.71945314,33.79579558,0,0,0,Standard,0,1,M0060249000142,0
M0140047000,Jamie,6/9/2016,No,No,217 W Highland Av,Single family (no garage),No,FOR_SALE,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2035369?filename=communitymapuga/attachments/1465482313430.jpg,No,No,No,-83.71661815,33.79524299,0,0,0,Standard,0,1,M0140047000415,0
