repropkey,realkey,digclass,digstrat,occupancy,yr_built,efyr_built,grade,obsv_cond,no_bedrms,no_rooms,foundation,ext_walls,roofing,roof_shape,floor_cons,b_a_opt,sqb_area,sqb_fin,sqa_area,sqa_fin,db_desc,db_fin,basemtqual,d_attic,atticqual,floor_fin,int_wall,int_ceil,heat,pl_std,pl_xtra,fullbaths,halfbaths,stht_code,heatedarea,pfunc_dep,pec_dep,pcom,phy_dep,phy_ovr,ovr_val,timp_val,ovr_rsn,cdu,ovrdate,adj_points,apprname,rcn,calc_value,exists,sketch,photo,statehsflg,mavorig,mav,house_no,extension,stdirect,street_nam,sttype,unit,quad,mavovr,sb346val,localhsflg,sb346add
2989,4828,R,1,4,0,0,0.00,0,3,5,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,16648,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,16787,0,0,0,0,0,0,0,,,,,,,0,0,0,0
2990,4831,R,1,1,1945,1974,0.75,3,2,4,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1087,0.90,1.00,1.00,0.43,0.00,0,20975,,1.00,18991230,542.00,"MARC BOHN, AVTACS",54200,20975,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2992,4840,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,1,2,1,1,0,0,1.00,1.00,1.00,0.00,0.00,0,15073,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,13753,0,0,0,-1,0,0,0,,,,,,,0,0,0,0
2994,2303,R,1,1,1970,1980,0.90,3,3,5,3,10,1,2,2,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,1724,1.00,1.00,1.00,0.62,0.00,0,70370,,1.00,18991230,1135.00,"MARC BOHN, AVTACS",113500,70370,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2995,4844,R,1,1,1993,1993,1.10,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2244,1.00,1.00,1.00,0.81,0.00,0,138834,,1.00,18991230,1714.00,"CLEGG BAZEMORE, AVTACS",171400,138834,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2996,4853,R,1,1,1993,1993,1.15,3,3,7,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,2515,1.00,1.00,1.00,0.81,0.00,0,143694,,1.00,18991230,1774.00,CHRIS KIGHT - AVTACS,177400,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2997,4854,R,1,1,1993,1993,1.15,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,0,0,3,0,3,1,1,8,1,1,3,2,0,2,2036,1.00,1.00,1.00,0.81,0.00,0,134217,,1.00,18991230,1657.00,CHRIS KIGHT - AVTACS,165700,134217,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2999,2814,R,1,1,1940,1955,0.85,1,0,7,2,8,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,1,1,8,7,1,0,1,0,1,1566,1.00,1.00,1.00,0.11,0.00,0,8118,,1.00,18991230,738.00,"MARC BOHN, AVTACS",73800,8118,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3000,4856,R,1,1,1920,1964,0.70,3,3,6,2,8,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,6,5,7,1,0,1,0,1,1016,0.90,1.00,1.00,0.27,0.00,0,11640,,1.00,18991230,479.00,"CLEGG BAZEMORE, AVTACS",47900,11640,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3001,4469,R,1,1,1955,1976,1.00,3,3,7,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,1987,1.00,1.00,1.00,0.55,0.00,0,71610,,1.00,18991230,1302.00,"MARC BOHN, AVTACS",130200,71610,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3002,2090,R,1,4,0,0,0.00,0,3,5,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,30210,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3003,4290,R,1,1,1906,1960,1.40,2,0,9,1,10,6,3,1,1,0,0.00,0,0.00,1,1,3,1,3,10,3,7,7,1,6,3,0,3,4036,0.80,1.00,1.00,0.26,0.00,0,53830,,1.00,18991230,2588.00,"CLEGG BAZEMORE, AVTACS",258800,53830,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3004,1666,A,1,1,1995,1997,1.15,3,3,5,1,1,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,10,1,8,1,1,3,2,0,1,1890,1.00,1.00,1.00,0.87,0.00,0,145638,,1.00,18991230,1674.00,"CLEGG BAZEMORE, AVTACS",167400,145638,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3010,2726,R,1,1,1989,1989,0.95,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,987,1.00,1.00,1.00,0.77,0.00,0,51975,,1.00,18991230,675.00,"CLEGG BAZEMORE, AVTACS",67500,51975,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3012,4791,R,1,1,1994,1994,1.15,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1614,1.00,1.00,1.00,0.83,0.00,0,106904,,1.00,18991230,1288.00,"MARC BOHN, AVTACS",128800,106904,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3013,4857,R,1,1,1994,1994,1.15,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2390,1.00,1.00,1.00,0.83,0.00,0,141266,,1.00,18991230,1702.00,"MARC BOHN, AVTACS",170200,141266,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3015,2841,R,1,1,1994,1996,1.15,3,3,6,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,2318,1.00,1.00,1.00,0.85,0.00,0,151130,,1.00,18991230,1778.00,"CLEGG BAZEMORE, AVTACS",177800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3017,1216,R,1,1,1994,1994,1.05,3,4,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1532,1.00,1.00,1.00,0.83,0.00,0,93292,,1.00,18991230,1124.00,"MARC BOHN, AVTACS",112400,93292,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3018,73,R,1,1,1994,1997,1.15,3,2,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,5,1,8,1,1,3,2,0,0,2146,1.00,1.00,1.00,0.87,0.00,0,132936,,1.00,18991230,1528.00,"MARC BOHN, AVTACS",152800,132936,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3020,2824,A,1,1,1994,1994,1.15,3,3,6,1,10,1,2,1,2,1440,0.50,0,0.00,2,2,3,1,3,2,1,8,1,1,5,2,1,0,2256,1.00,1.00,1.00,0.83,0.00,0,182600,,1.00,18991230,2200.00,"MARC BOHN, AVTACS",220000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3021,1320,R,1,1,1994,1994,1.05,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1758,1.00,1.00,1.00,0.83,0.00,0,97691,,1.00,18991230,1177.00,"MARC BOHN, AVTACS",117700,97691,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3022,2287,A,1,1,1950,1950,0.50,1,2,4,1,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,5,5,7,7,0,0,0,0,1,1107,1.00,1.00,1.00,0.10,0.00,500,3480,,1.00,18991230,348.00,,34800,3480,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
3028,1490,A,1,1,1950,1980,0.70,3,0,2,1,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1175,1.00,1.00,1.00,0.54,0.00,0,28890,,1.00,18991230,535.00,"MARC BOHN, AVTACS",53500,28890,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3029,1447,R,1,1,1994,1994,0.90,3,2,4,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,1635,1.00,1.00,1.00,0.83,0.00,0,75115,,1.00,18991230,905.00,"MARC BOHN, AVTACS",90500,75115,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3030,3641,R,1,1,1994,1994,1.10,3,4,6,1,7,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,6,3,0,3,2629,1.00,1.00,1.00,0.83,0.00,0,144420,,1.00,18991230,1740.00,"CLEGG BAZEMORE, AVTACS",174000,144420,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3031,845,R,1,1,1960,1979,0.70,3,2,4,2,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,792,1.00,1.00,1.00,0.53,0.00,0,19398,,1.00,18991230,366.00,"MARC BOHN, AVTACS",36600,19398,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3032,567,R,1,1,1994,1994,1.00,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1540,1.00,1.00,1.00,0.83,0.00,0,85656,,1.00,18991230,1032.00,,103200,85656,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3033,980,R,1,1,1900,1978,0.75,3,2,4,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,5,3,7,1,1,0,1,0,1,1616,0.90,1.00,1.00,0.51,0.00,0,35573,,1.00,18991230,775.00,CASEY WARREN,77500,35573,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3034,4862,R,1,4,0,0,0.00,0,3,5,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,1,3,2,0,0,0,1.00,1.00,1.00,0.00,0.00,0,19106,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,22499,0,-1,0,0,0,0,0,,,,,,,0,0,0,0
3036,4867,R,1,1,1960,1970,0.80,3,2,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,0,1,0,0,832,0.90,1.00,1.00,0.36,0.00,0,15034,,1.00,18991230,464.00,"CLEGG BAZEMORE, AVTACS",46400,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3038,3603,R,1,1,1994,1994,1.05,3,3,5,1,1,1,2,1,2,0,0.00,180,1.00,1,1,0,1,3,2,1,8,1,1,3,2,0,1,1826,1.00,1.00,1.00,0.83,0.00,0,107485,,1.00,18991230,1295.00,"MARC BOHN, AVTACS",129500,107485,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3039,2823,R,1,1,1994,1997,1.10,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,2043,1.00,1.00,1.00,0.87,0.00,0,124932,,1.00,18991230,1436.00,"MARC BOHN, AVTACS",143600,124932,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3040,1075,R,1,1,1994,1988,0.85,3,3,6,1,10,3,2,1,1,0,0.00,0,0.00,1,1,0,1,0,9,1,8,1,1,3,2,0,0,1407,1.00,1.00,1.00,0.76,0.00,0,71364,,1.00,3/25/2009,939.00,"CLEGG BAZEMORE, AVTACS",93900,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3041,143,A,1,1,1960,1988,0.95,3,1,3,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,5,1,8,1,1,0,1,0,1,920,0.90,1.00,1.00,0.76,0.00,0,53078,,1.00,18991230,776.00,"MARC BOHN, AVTACS",77600,53078,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3042,4807,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,22638,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,23923,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3045,4879,R,1,1,1994,1994,1.00,3,3,6,1,1,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1508,1.00,1.00,1.00,0.83,0.00,0,103003,,1.00,18991230,1241.00,"CLEGG BAZEMORE, AVTACS",124100,103003,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3047,4888,R,1,1,1994,1994,0.90,3,3,4,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,6,8,7,1,3,2,0,1,1352,1.00,1.00,1.00,0.83,0.00,0,67147,,1.00,18991230,809.00,"CLEGG BAZEMORE, AVTACS",80900,67147,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3048,2517,R,1,1,1991,1991,1.05,3,3,6,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1689,1.00,1.00,1.00,0.79,0.00,0,94010,,1.00,18991230,1190.00,"MARC BOHN, AVTACS",119000,94010,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
3049,4890,R,1,1,1994,1994,1.05,3,4,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1904,1.00,1.00,1.00,0.83,0.00,0,102173,,1.00,18991230,1231.00,"CLEGG BAZEMORE, AVTACS",123100,102173,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3050,4891,R,1,1,1994,2000,1.10,3,3,6,1,10,3,2,1,1,0,0.00,0,0.00,1,1,0,1,0,11,1,8,1,1,3,2,0,1,2053,1.00,1.00,1.00,0.90,0.00,0,131490,,1.00,18991230,1461.00,"CLEGG BAZEMORE, AVTACS",146100,131490,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
3052,4899,R,1,4,0,0,0.00,0,2,4,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,11840,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,11840,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3053,4904,R,1,1,1950,1971,0.90,3,3,6,1,8,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,7,1,0,1,0,1,1231,1.00,1.00,1.00,0.45,0.00,0,31590,,1.00,18991230,702.00,"MARC BOHN, AVTACS",70200,31590,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3056,4911,R,1,1,1994,1997,1.15,3,3,8,1,10,3,2,1,2,0,0.00,540,1.00,1,1,0,1,3,2,1,8,1,1,3,2,0,0,2244,1.00,1.00,1.00,0.87,0.00,0,141984,,1.00,18991230,1632.00,"MARC BOHN, AVTACS",163200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3058,4914,R,1,4,0,0,0.00,3,3,6,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,20193,,1.00,18991230,0.00,"DEBBIE GRIGGERS, AVTACS",0,0,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
3059,4918,R,1,1,1960,1978,1.00,3,3,6,1,1,1,3,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,7,1,0,1,0,1,1680,1.00,1.00,1.00,0.58,0.00,0,59276,,1.00,18991230,1022.00,"MARC BOHN, AVTACS",102200,59276,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3061,4923,R,1,1,1900,1964,0.75,3,0,4,1,5,6,2,1,2,0,0.00,288,0.00,1,1,0,1,0,4,6,5,1,1,0,1,0,1,1276,0.90,1.00,1.00,0.27,0.00,0,16597,,1.00,18991230,683.00,CHRIS KIGHT - AVTACS,68300,16597,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3062,707,R,1,1,1994,1994,1.00,3,3,5,1,2,1,2,1,2,0,0.00,1395,0.50,1,1,0,1,3,2,1,8,1,1,5,2,1,0,1405,1.00,1.00,1.00,0.83,0.00,0,111718,,1.00,18991230,1346.00,"MARC BOHN, AVTACS",134600,111718,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3064,4948,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,13437,,1.00,18991230,0.00,CHRIS KIGHT - AVTACS,0,14315,0,0,0,-1,0,0,0,,,,,,,0,0,0,0
3067,4870,R,1,4,1994,1994,1.00,3,0,4,2,7,6,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,7,1,0,1,0,1,0,1.00,1.00,1.00,0.00,0.00,0,18716,,1.00,18991230,0.00,CHRIS KIGHT - AVTACS,0,20319,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3068,4865,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,12599,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,13322,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3070,545,R,1,1,1983,1983,0.70,3,0,4,2,2,10,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,7,1,3,2,0,1,1344,1.00,1.00,1.00,0.61,0.00,0,38857,,1.00,18991230,637.00,"CLEGG BAZEMORE, AVTACS",63700,38857,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3071,629,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,22152,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,22676,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3075,858,R,1,4,1993,1993,1.00,3,0,0,2,7,6,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,0,0,0,0,1,1960,1.00,1.00,1.00,0.00,0.00,0,38056,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3076,5736,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1410,1.00,1.00,1.00,0.58,0.00,0,17401,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,18639,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
3078,4939,R,1,1,1994,1994,1.00,3,2,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1530,1.00,1.00,1.00,0.83,0.00,0,95699,,1.00,18991230,1153.00,"MARC BOHN, AVTACS",115300,95699,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
3082,4908,R,1,1,1994,1994,1.05,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1290,1.00,1.00,1.00,0.83,0.00,0,83830,,1.00,18991230,1010.00,"CLEGG BAZEMORE, AVTACS",101000,83830,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3085,4872,R,1,4,1983,1983,1.00,3,0,0,2,7,6,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,7,1,0,1,0,1,0,1.00,1.00,1.00,0.00,0.00,0,17084,,1.00,18991230,0.00,CHRIS KIGHT - AVTACS,0,14897,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3086,3798,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1.00,1.00,1.00,0.00,0.00,0,15122,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,15122,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3087,6258,R,1,1,1994,1990,0.90,3,3,4,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1164,1.00,0.80,1.00,0.78,0.00,0,49109,,1.00,18991230,787.00,"CLEGG BAZEMORE, AVTACS",78700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3088,6258,R,1,1,1994,1990,0.90,3,3,6,1,2,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1320,1.00,0.80,1.00,0.78,0.00,0,50482,,1.00,18991230,809.00,"CLEGG BAZEMORE, AVTACS",80900,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3091,4927,R,1,1,1994,1996,1.05,3,3,6,3,10,10,2,2,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1540,1.00,1.00,1.00,0.85,0.00,0,102255,,1.00,18991230,1203.00,"MARC BOHN, AVTACS",120300,102255,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
3093,4930,R,1,1,1994,1994,1.10,3,3,5,3,10,3,3,2,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,0,1604,1.00,1.00,1.00,0.83,0.00,0,100596,,1.00,18991230,1212.00,"MARC BOHN, AVTACS",121200,100596,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3095,4926,R,1,1,1994,1994,1.15,3,2,6,1,10,3,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,1774,1.00,1.00,1.00,0.83,0.00,0,112050,,1.00,18991230,1350.00,LISA HODGES,135000,0,0,-1,-1,0,0,0,0,,,,,,,0,104083,0,0
3096,4794,R,1,1,1994,1994,1.05,3,3,6,1,10,3,2,1,1,0,0.00,0,0.00,1,1,0,3,0,2,1,8,1,1,3,2,0,2,1800,1.00,1.00,1.00,0.83,0.00,0,129314,,1.00,18991230,1558.00,"MARC BOHN, AVTACS",155800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3099,4915,R,1,1,1994,1994,1.05,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,3,2,0,1,2128,1.00,1.00,1.00,0.83,0.00,0,110390,,1.00,18991230,1330.00,"CLEGG BAZEMORE, AVTACS",133000,110390,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3102,2523,R,1,1,1930,1930,0.75,2,0,5,2,8,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,4,6,3,7,1,0,1,0,1,954,0.60,1.00,1.00,0.15,0.00,0,3852,,1.00,18991230,428.00,"MARC BOHN, AVTACS",42800,3852,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3103,4808,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,24180,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,22381,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3104,4835,R,1,1,1993,1993,1.05,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,6,3,0,1,2046,1.00,1.00,1.00,0.81,0.00,0,110565,,1.00,18991230,1365.00,"CLEGG BAZEMORE, AVTACS",136500,110565,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3105,2111,A,1,4,0,0,0.00,0,3,5,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,23088,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,25307,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3106,4769,R,1,1,1939,1976,0.90,3,2,4,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,2,1,1,1,1024,0.90,1.00,1.00,0.55,0.00,0,31185,,1.00,18991230,630.00,"MARC BOHN, AVTACS",63000,31185,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3107,2828,R,1,1,1900,1965,0.65,2,0,6,1,4,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,9,98,7,1,0,1,0,1,1160,0.90,1.00,1.00,0.21,0.00,0,9356,,1.00,18991230,495.00,"MARC BOHN, AVTACS",49500,9356,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3109,4838,R,1,1,1994,1992,1.10,3,3,6,1,10,1,2,1,2,0,0.00,652,1.00,1,1,0,1,3,2,1,8,1,1,3,2,0,1,2191,1.00,1.00,1.00,0.80,0.00,0,120880,,1.00,18991230,1511.00,"CLEGG BAZEMORE, AVTACS",151100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3111,124,R,1,4,0,0,0.00,0,3,7,0,0,0,0,0,1,0,0.00,0,0.00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,31270,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3113,637,R,1,4,1990,1990,1.00,3,0,0,4,9,9,2,3,1,0,0.00,0,0.00,1,1,0,1,0,2,9,98,1,0,0,0,0,1,0,1.00,1.00,1.00,0.00,0.00,0,42028,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,33995,0,0,0,0,0,0,0,,,,,,,0,0,0,0
3114,4958,R,1,1,1994,1996,1.00,3,3,5,1,2,10,2,1,1,0,0.00,0,0.00,1,1,0,1,0,3,1,8,1,1,3,2,0,1,1596,1.00,1.00,1.00,0.85,0.00,0,106080,,1.00,18991230,1248.00,CHRIS KIGHT - AVTACS,124800,106080,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3115,3969,R,1,1,1994,1994,1.40,3,4,8,1,10,1,3,1,2,0,0.00,280,1.00,1,1,3,3,3,2,1,8,1,1,8,3,1,1,2536,1.00,1.00,1.00,0.85,0.00,0,182240,,1.00,18991230,2144.00,"CLEGG BAZEMORE, AVTACS",214400,182240,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3118,2656,R,1,1,1993,1993,1.05,3,2,3,1,10,1,2,1,1,0,0.00,0,0.00,1,1,0,1,0,2,1,8,1,1,2,1,1,1,1480,1.00,1.00,1.00,0.81,0.00,0,87723,,1.00,18991230,1083.00,"MARC BOHN, AVTACS",108300,87723,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
3119,3665,R,1,1,1961,1980,0.75,3,2,4,3,4,1,2,2,1,0,0.00,0,0.00,1,1,0,1,0,2,8,2,7,1,0,1,0,1,744,1.00,1.00,1.00,0.54,0.00,0,21438,,1.00,18991230,397.00,CHRIS KIGHT - AVTACS,39700,21438,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
3121,4960,A,1,1,1871,1950,0.90,1,0,5,2,2,6,2,1,1,0,0.00,0,0.00,1,1,0,1,0,3,1,8,7,1,0,1,0,1,1801,0.20,0.90,1.00,0.10,0.00,0,1667,,1.00,18991230,926.00,"CLEGG BAZEMORE, AVTACS",92600,1667,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
